additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
,"9 Baberton Loan, Juniper Green, Edinburgh, EH14 5DF","Added on 09/03/2025
 by Simpson & Marwick, Edinburgh",0,5,,,,,Added on 09/03/2025,"An exceptional opportunity to acquire this contemporary five-bedroom detached home in Juniper Green, designed for modern family living",https://www.rightmove.co.uk/properties/159187604#/?channel=RES_BUY,1400000,159187604,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/159187604#/?channel=RES_BUY,
,"Floors 1-4, 12 Hillside Crescent, Edinburgh, EH7 5EA","Marketed by Savills, Edinburgh",0,0,,,,,,Attractive stone property currently in office use with redevelopment potential,https://www.rightmove.co.uk/properties/158637701#/?channel=COM_BUY,1400000,158637701,,for-sale,,,,Not specified,https://www.rightmove.co.uk/properties/158637701#/?channel=COM_BUY,
,"Falcon Road West, Morningside, Edinburgh","Added on 15/11/2024
 by Murray & Currie, Edinburgh",0,3,,,,,Added on 15/11/2024,"Plot 10 is a magnificent, 3-bedroom, penthouse apartment, with allocated parking, located on the fourth floor forming part of AMA'S new development in the heart of Morningside The large, open-plan living space brings a touch of ’loft style’ living with extensive glazing to make the most of the s...",https://www.rightmove.co.uk/properties/155009363#/?channel=RES_BUY,1350000,155009363,,for-sale,,,,penth,https://www.rightmove.co.uk/properties/155009363#/?channel=RES_BUY,
,"Circus Lane, New Town, Edinburgh, EH3","Reduced on 21/02/2025
 by Savills, Edinburgh",0,4,,,,,Reduced on 21/02/2025,A magnificent mews house situated on one of Edinburgh's most sought after addresses with a private patio garden to the rear.,https://www.rightmove.co.uk/properties/149019869#/?channel=RES_BUY,1300000,149019869,,for-sale,,,,mews h,https://www.rightmove.co.uk/properties/149019869#/?channel=RES_BUY,
,"Russell Place, Edinburgh, EH5","Added on 01/03/2025
 by Knight Frank, Edinburgh",0,4,,,,,Added on 01/03/2025,"A rarely available detached home nestled within beautifully mature and exceptionally private grounds in the heart of Trinity. • Delightfully situated in a private and secluded position on a quiet road in prime Trinity. • Well located for access to a range of amenities including Lomond Park, New...",https://www.rightmove.co.uk/properties/158878982#/?channel=RES_BUY,1300000,158878982,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/158878982#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Barnton Brae, Barnton, Edinburgh, EH4","Added on 12/03/2025
 by Savills, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/03/2025,Immaculately presented and generously proportioned detached family home in a much sought after area,https://www.rightmove.co.uk/properties/159325094#/?channel=RES_BUY,1300000,159325094,4713sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/159325094#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Nelson Street, New Town, Edinburgh, EH3","Added on 03/03/2025
 by Savills, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2025,"Immaculately presented and fully restored ground and first floor main door townhouse with elegant proportions and features, set in the central New Town",https://www.rightmove.co.uk/properties/158941523#/?channel=RES_BUY,1295000,158941523,2452sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/158941523#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/96k/95110/159245411/95110_229662_DOC_00_0000.pdf""]","Plot WC06, Craighouse, Edinburgh, EH10 5FA","Added on 03/03/2024
 by Coulters, Edinburgh & The Lothians",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2024,"LAST CHANCE TO PURCHASE - ONLY 1 PLOT REMAINING A stunning five bedroom townhouse set over four floors and flooded with natural light throughout.  Finished to an exacting standard throughout, the property offers spacious and flexible accommodation with a private rear garden and third floor terra...",https://www.rightmove.co.uk/properties/159245411#/?channel=RES_BUY,1255000,159245411,2616sq. ft,for-sale,£487 per year,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/159245411#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Queen's Crescent, Newington, Edinburgh, EH9","Added on 25/02/2025
 by Savills, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 25/02/2025,"Detached home with spacious and flexible accommodation, situated on one of the most sought after crescents in the south of Edinburgh.",https://www.rightmove.co.uk/properties/158510351#/?channel=RES_BUY,1250000,158510351,2648sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/158510351#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/84k/83750/155963819/83750_245620_DOC_00_0002.pdf""]","Apartment 21, 33 James Gall Wynd, Newington, Edinburgh, EH16 5FG","Added on 16/12/2024
 by Ralph Sayer, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 16/12/2024,"This three-bedroom penthouse with private detached garage promises unrivalled views, encompassing nearby Arthur's Seat and Salisbury Crags. It lies within the historic Clockhouse Apartments, part of CALA's prestigious Newington Residences, in a leafy conservation area south of the city centre. Th...",https://www.rightmove.co.uk/properties/155963819#/?channel=RES_BUY,775000,155963819,1668sq. ft,for-sale,,Leasehold (40 years),40 years,penth,https://www.rightmove.co.uk/properties/155963819#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Magdala Crescent, West End, Edinburgh, EH12","Added on 29/01/2025
 by Savills, Edinburgh",0,7,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 29/01/2025,"Fixed £50,000 below Home Report Value A rare opportunity to acquire a full townhouse on a sought after street in Edinburgh's West End.",https://www.rightmove.co.uk/properties/147962378#/?channel=RES_BUY,1250000,147962378,3854sq. ft,for-sale,,Leasehold (160 years),160 years,te,https://www.rightmove.co.uk/properties/147962378#/?channel=RES_BUY,Available (link not found)
,"The Sherwood Guest House, 42 Minto Street, Edinburgh, Midlothian","Added on 23/06/2023
 by Rettie, Edinburgh",0,0,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/06/2023,"Operational Guest House for Sale. A unique opportunity to obtain an exceptionally well-presented 4* guesthouse with capacity to sleep 15 guests in Edinburgh’s Newington area. Part of a terrace of Georgian townhouses, The Sherwood Guest House has easy access to everything Edinburg...",https://www.rightmove.co.uk/properties/136489511#/?channel=RES_BUY,1250000,136489511,3529sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/136489511#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apt 49, Pavilion A, New Eidyn, St James Quarter, Edinburgh","Added on 11/02/2025
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 11/02/2025,"A luxurious three bed apartment at New Eidyn. Apt 49, Pavilion A is a beautifully crafted apartment finished to the highest standard with an impressive specification. This stunning apartment offers a beautiful openplan space above the hustle and bustle of Edinburgh’s streets. Res...",https://www.rightmove.co.uk/properties/158119532#/?channel=RES_BUY,1225000,158119532,1400sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158119532#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Plot L7.A4 - Craighouse, Craighouse Road, Edinburgh, EH10","Added on 06/03/2024
 by Savills New Homes, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/03/2024,"This 5 bed property boasts period features throughout, from bay windows to both the separate lounge and kitchen/dining rooms, to the traditional circular turret bay in the principal bedroom.",https://www.rightmove.co.uk/properties/145430294#/?channel=RES_BUY,1200000,145430294,2475sq. ft,for-sale,,Leasehold (400 years),400 years,apa,https://www.rightmove.co.uk/properties/145430294#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","44 Sassoon Grove, Edinburgh, EH10","Added on 19/11/2024
 by Niksen Property, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 19/11/2024,"Combining the elegance of a bygone era with modern sophistication, this residence is a perfect marriage of heritage and contemporary luxury. This 5 bedroom apartment, housed within Craighouse - a converted 19th century building is in the heart of Edinburgh’s charming Morningside.",https://www.rightmove.co.uk/properties/155136269#/?channel=RES_BUY,1200000,155136269,2508sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/155136269#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Gloucester Place, Edinburgh, EH3","Added on 10/03/2025
 by Macgregor, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,14 Gloucester Place is a 5/6 bedroom ground and lower ground apartment with a private garden located on one of the most prestigious streets in Edinburgh's New Town.,https://www.rightmove.co.uk/properties/150179780#/?channel=RES_BUY,1200000,150179780,2474sq. ft,for-sale,,Leasehold (70 years),70 years,g,https://www.rightmove.co.uk/properties/150179780#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","15 Redhall House Drive, Craiglockhart, Edinburgh, EH14","Added on 13/03/2025
 by Savills, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,"Immaculately presented detached modern family home with south facing garden and double garage, in a highly sought after and exclusive development",https://www.rightmove.co.uk/properties/159378005#/?channel=RES_BUY,1195000,159378005,3420sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/159378005#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Frogston Road West, Edinburgh, Midlothian","Added on 06/02/2025
 by Rettie, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/02/2025,"Nestled in the peaceful and sought after residential area of Fairmilehead on the south side of Edinburgh this substantial and impressive detached family home sits in a third of an acre plot and offers a rare combination of spacious living, tranquillity and stunning views. The property...",https://www.rightmove.co.uk/properties/157879187#/?channel=RES_BUY,1195000,157879187,3129sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157879187#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/96k/95110/145362770/95110_229657_DOC_00_0003.pdf""]","Apartment L4A3, Sassoon Grove, Craighouse, Edinburgh, EH10 5FA","Added on 03/03/2024
 by Coulters, Edinburgh & The Lothians",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2024,"From the minute you wake to birdsong outside your window, to the moment you catch the evening sun glinting off the pinnacles and spires of Edinburgh's skyline, you know you have chosen a very special place to live… Live in the heart of history At Craighouse, some of Edinburgh's most magnificent...",https://www.rightmove.co.uk/properties/145362770#/?channel=RES_BUY,1195000,145362770,,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/145362770#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Corstorphine Road, Murrayfield, Edinburgh","Added on 05/12/2023
 by Murray & Currie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/12/2023,"Located in the south block of the prestigious Torwood development by AMA Homes, this is a very spacious three-bedroom second floor apartment in the sought-after Murrayfield area . Beautiful west and north facing aspect with quality specification and great volume of space. Torwood House is finis...",https://www.rightmove.co.uk/properties/86688306#/?channel=RES_BUY,1190000,86688306,1690sq. ft,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/86688306#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Belford Road, West End, Edinburgh","Added on 03/03/2025
 by Murray & Currie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 03/03/2025,Presenting a spacious three-bedroom apartment positioned on the first floor and ideally located in the heart of Edinburgh’s West End.,https://www.rightmove.co.uk/properties/158918600#/?channel=RES_BUY,1175000,158918600,,for-sale,,Leasehold (100 years),100 years,Not specified,https://www.rightmove.co.uk/properties/158918600#/?channel=RES_BUY,
